oa_id,doi,title,year,frame,venue,stratum,N_h,n_h,weight,cited,n_chars,n_sents,n_pages,status,status_registered,screen_quote,screen_page,B_stated,B_stated_quote,B_stated_page,B_justified,B_justified_quote,B_justified_page,M_justified,M_justified_quote,M_justified_page,Theta_stated,Theta_stated_quote,Theta_stated_page,Range_reported,Range_reported_quote,Range_reported_page,B_stated_B,B_justified_B,M_justified_B,Theta_stated_B,Range_reported_B,applic_register,applic_evidence
W3087610690,10.1016/j.dss.2020.113404,Optimizing microtask assignment on crowdsourcing platforms using Markov chain Monte Carlo,2020,A,Decision Support Systems,v1:Decision Support Systems,101,101,1.0,,,,,NO_FULLTEXT,,,,,,,,,,,,,,,,,,,,,,,,,
W3087720408,10.1007/s10664-020-09881-0,Testing machine learning based systems: a systematic mapping,2020,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,,194820.0,2045.0,62.0,NO_METRIC,NO_METRIC,,0.0,,,,,,,,,,,,,,,,,,,,,,
W3089306244,10.1109/tsc.2021.3139807,Deep Learning for Predictive Business Process Monitoring: Review and Benchmark,2021,B,IEEE Transactions on Services Computing,v1:IEEE Transactions on Services Computing,5,5,1.0,,96425.0,747.0,18.0,NO_METRIC,NO_METRIC,,0.0,,,,,,,,,,,,,,,,,,,,,,
W3092305337,10.1109/access.2020.3029323,ORANGE: Outcome-Oriented Predictive Process Monitoring Based on Image Encoding and CNNs,2020,B,IEEE Access,v1:IEEE Access,10,10,1.0,,73087.0,594.0,14.0,NO_METRIC,NO_METRIC,,0.0,,,,,,,,,,,,,,,,,,,,,,
W3094428095,10.1109/access.2020.3030809,Prediction of Incompliance With Business Goals With Business-Related Data and Context Data,2020,B,IEEE Access,v1:IEEE Access,10,10,1.0,,56082.0,544.0,13.0,NO_METRIC,NO_METRIC,,0.0,,,,,,,,,,,,,,,,,,,,,,
W3094439486,10.1007/s10664-021-09976-2,Topic recommendation for software repositories using multi-label classification algorithms,2021,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,,88350.0,762.0,42.0,INCLUDED,INCLUDED,"Finally, using the data ablation study, we address our last research question.",27.0,no,,0.0,no,,0.0,yes,This also can be the reason for the low Precision score of the ML-based models because the ground truth is lacking some useful and correct topics.,30.0,no,,0.0,unclear,The interesting insight here is that both our proposed models (LR and DistilBERT-based classiﬁer) start from the same score for each metric and are almost always overlapping for all number of topics.,34.0,no,no,unclear,yes,unclear,yes,"2 Maliheh Izadi, Abbas Heydarnoori, Georgios Gousios use our models to develop an online tool named Repository Catalogue, that automatically predicts topics for GitHub repositories and is publicly available1 Keywords Topic Tag Recommendation · Multi-label Classiﬁcation · Recommender Systems · Mining Software Repositories · GitHub 1 Introduction Open-source software (OSS) communities provide a wide"
W3096397854,10.1016/j.dss.2020.113433,Automated mortgage origination delay detection from textual conversations,2020,A,Decision Support Systems,v1:Decision Support Systems,101,101,1.0,,,,,NO_FULLTEXT,,,,,,,,,,,,,,,,,,,,,,,,,
W3096808766,10.1016/j.dss.2020.113429,Bankruptcy prediction for SMEs using transactional data and two-stage multiobjective feature selection,2020,A,Decision Support Systems,v1:Decision Support Systems,101,101,1.0,,,,,NO_FULLTEXT,,,,,,,,,,,,,,,,,,,,,,,,,
W3097004242,10.48550/arxiv.2011.02819,Predictive Process Model Monitoring using Recurrent Neural Networks,2020,B,arXiv (Cornell University),v1:arXiv (Cornell University),15,15,1.0,,91689.0,745.0,44.0,NO_ABLATION,NO_ABLATION,,0.0,,,,,,,,,,,,,,,,,,,,,,
W3097594944,10.1016/j.dss.2020.113446,Predicting donation behavior: Acquisition modeling in the nonprofit sector using Facebook data,2020,A,Decision Support Systems,v1:Decision Support Systems,101,101,1.0,,88090.0,804.0,39.0,INCLUDED,INCLUDED,"Similarly, including features related to Facebook pages leads to an increase in AUC of 0.",26.0,unclear,Table 7 shows that the most important variable is strongly related to categories describing aspects of nightlife (e.,28.0,no,,0.0,no,,0.0,unclear,"The advantage of the AUC, in comparison with other performance measures, is that it does not depend on a specific threshold [13].",20.0,no,,0.0,unclear,no,no,unclear,no,no,
W3099273321,10.1016/j.is.2021.101876,The GDPR enforcement fines at glance,2021,A,Information Systems,v1:Information Systems,82,82,1.0,,68339.0,666.0,13.0,NO_METRIC,NO_METRIC,,0.0,,,,,,,,,,,,,,,,,,,,,,
W3109365691,10.1016/j.dss.2020.113452,A multivariate approach for multi-step demand forecasting in assembly industries: Empirical evidence from an automotive supply chain,2020,A,Decision Support Systems,v1:Decision Support Systems,101,101,1.0,,,,,NO_FULLTEXT,,,,,,,,,,,,,,,,,,,,,,,,,
W3110739847,10.48550/arxiv.2012.04218,Evaluating Explainable Methods for Predictive Process Analytics: A Functionally-Grounded Approach,2020,B,arXiv (Cornell University),v1:arXiv (Cornell University),15,15,1.0,,38739.0,279.0,15.0,INCLUDED,INCLUDED,"In particular, methods of testing ﬁdelity often apply ablation, in which the most inﬂuential features are removed from the input [2], or perturbing the data to eﬀect a semantically meaningless transformation to determine the limits of interpreter in withstanding meaningless change [5].",4.0,unclear,"When computing stability by subset, the features selected in each explanation are ranked based on the importance value attached to that feature, and the ten most inﬂuential features are chosen as the subset to be measured using Equation 1 (where k = 10 and k = 10).",7.0,no,,0.0,no,,0.0,no,,0.0,no,,0.0,yes,no,unclear,no,no,no,
W3111638657,10.1016/j.dss.2020.113470,Applying data driven decision making to rank vocational and educational training programs with TOPSIS,2020,A,Decision Support Systems,v1:Decision Support Systems,101,101,1.0,,51456.0,428.0,18.0,NO_METRIC,NO_METRIC,,0.0,,,,,,,,,,,,,,,,,,,,,,
W3111802031,10.1007/978-3-030-86797-3_47,A Framework of Business Process Monitoring and Prediction Techniques,2021,B,Lecture notes in information systems and organisation,v1:Lecture notes in information systems and organisation,1,1,1.0,,,,,NO_FULLTEXT,,,,,,,,,,,,,,,,,,,,,,,,,
W3118316820,10.1016/j.dss.2021.113492,Data engineering for fraud detection,2021,A,Decision Support Systems,v1:Decision Support Systems,101,101,1.0,,74525.0,614.0,62.0,INCLUDED,INCLUDED,Adding such features based on customer spending history may bring signiﬁcant increase in model performance.,34.0,unclear,p Authentication method Payment channel xfreq i xfreq2 i 1 1 01/07/2019 16:51 pin code web 0 0 2 1 01/07/2019 19:04 pin code web 1 1 3 1 01/07/2019 19:36 ﬁngerprint app 2 0 4 1 01/07/2019 23:31 pin code web 3 2 5 1 02/07/2019 17:48 ﬁngerprint app 3 1 6 1 02/07/2019 22:12 ﬁngerprint app 2 1 7 1 02/07,25.0,no,,0.0,no,,0.0,yes,HowActual legitimate Actual fraudulent (negative) yi = 0 (positive) yi = 1 Predicted as legitimate True negative False negative (negative) ˆyi = 0 [Ci(0|0) = 0] [Ci(0|1) = Ai] Predicted as fraudulent False positive True positive (positive) ˆyi = 1 [Ci(1|0) = cf] [Ci(1|1) = cf] Table 4: Cost matrix w,49.0,no,,0.0,unclear,no,no,yes,no,no,
W3118496513,10.1016/j.dss.2021.113494,Process data properties matter: Introducing gated convolutional neural networks (GCNN) and key-value-predict attention networks (KVP) for next event prediction with deep learning,2021,A,Decision Support Systems,v1:Decision Support Systems,101,101,1.0,,,,,NO_FULLTEXT,,,,,,,,,,,,,,,,,,,,,,,,,
W3119686444,10.1007/s10664-021-10024-2,A pragmatic approach for hyper-parameter tuning in search-based test case generation,2021,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,,102687.0,942.0,41.0,NO_ABLATION,INCLUDED,,0.0,,,,,,,,,,,,,,,,,,,,,,
W3120665120,10.1016/j.dss.2020.113490,A strategic decision-making architecture toward hybrid teams for dynamic competitive problems,2021,A,Decision Support Systems,v1:Decision Support Systems,101,101,1.0,,,,,NO_FULLTEXT,,,,,,,,,,,,,,,,,,,,,,,,,
W3120925457,10.1007/s10664-020-09915-7,Empirical assessment of generating adversarial configurations for software product lines,2021,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,,153689.0,1409.0,58.0,NO_ABLATION,INCLUDED,,0.0,,,,,,,,,,,,,,,,,,,,,,
W3121736031,10.1007/978-3-030-66498-5_24,Process Outcome Prediction: CNN vs. LSTM (with Attention),2020,B,Lecture notes in business information processing,v1:Lecture notes in business information processing,33,33,1.0,,30044.0,307.0,12.0,NO_METRIC,NO_METRIC,,0.0,,,,,,,,,,,,,,,,,,,,,,
W3122183613,10.1007/s10462-021-09960-8,A systematic literature review on state-of-the-art deep learning methods for process prediction,2021,B,Artificial Intelligence Review,v1:Artificial Intelligence Review,2,2,1.0,,90532.0,837.0,27.0,NO_ABLATION,INCLUDED,,0.0,,,,,,,,,,,,,,,,,,,,,,
W3123086775,10.1007/s10664-021-09982-4,Can Offline Testing of Deep Neural Networks Replace Their Online Testing?,2021,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,,94597.0,765.0,30.0,NO_ABLATION,NO_ABLATION,,0.0,,,,,,,,,,,,,,,,,,,,,,
W3125685732,10.22456/2175-2745.106828,Business Process Models in the Context of Predictive Process Monitoring,2021,B,Revista de Informática Teórica e Aplicada,v1:Revista de Informática Teórica e Aplicada,1,1,1.0,,42677.0,463.0,8.0,NO_METRIC,NO_METRIC,,0.0,,,,,,,,,,,,,,,,,,,,,,
W3128951365,10.1016/j.dss.2021.113514,Making green power purchase agreements more predictable and reliable for companies,2021,A,Decision Support Systems,v1:Decision Support Systems,101,101,1.0,,89433.0,721.0,17.0,NO_METRIC,NO_METRIC,,0.0,,,,,,,,,,,,,,,,,,,,,,
W3129148558,10.1007/s10664-020-09898-5,Automatically recommending components for issue reports using deep learning,2021,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,,,,,NO_FULLTEXT,,,,,,,,,,,,,,,,,,,,,,,,,
W3129927920,10.1007/s10664-020-09891-y,The Relation of Test-Related Factors to Software Quality: A Case Study on Apache Systems,2021,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,,136229.0,1130.0,42.0,NO_ABLATION,NO_ABLATION,,0.0,,,,,,,,,,,,,,,,,,,,,,
W3130571284,10.1016/j.dss.2021.113523,Spline-rule ensemble classifiers with structured sparsity regularization for interpretable customer churn modeling,2021,A,Decision Support Systems,v1:Decision Support Systems,101,101,1.0,,,,,NO_FULLTEXT,,,,,,,,,,,,,,,,,,,,,,,,,
W3131470102,10.1016/j.im.2021.103445,Calling out fake online reviews through robust epistemic belief,2021,A,Information & Management,v1:Information & Management,20,20,1.0,,78168.0,783.0,45.0,NO_ABLATION,NO_ABLATION,,0.0,,,,,,,,,,,,,,,,,,,,,,
W3133466007,10.1016/j.dss.2021.113517,Box office sales and social media: A cross-platform comparison of predictive ability and mechanisms,2021,A,Decision Support Systems,v1:Decision Support Systems,101,101,1.0,,100596.0,917.0,35.0,INCLUDED,INCLUDED,"When comparing both platforms with and without UGC, Facebook models have signiﬁcantly better performance than Twitter models across all performance measures.",29.0,unclear,"release date UGC Val 58-59 Avg(SentReactions) Average sentiment of replies, retweets before the release date UGC Val 60-61 Avg(SentReactions1week) Average sentiment of replies, retweets 1week before the release date until the release date UGC Val 61-62 Avg(DailyReactions) Average number of daily rep",17.0,no,,0.0,no,,0.0,no,,0.0,no,,0.0,unclear,no,no,no,unclear,no,
W3135058693,10.1016/j.dss.2021.113539,Predicting employee absenteeism for cost effective interventions,2021,A,Decision Support Systems,v1:Decision Support Systems,101,101,1.0,,,,,NO_FULLTEXT,,,,,,,,,,,,,,,,,,,,,,,,,
W3135733620,10.1016/j.dss.2021.113541,A competing risks model based on latent Dirichlet Allocation for predicting churn reasons,2021,A,Decision Support Systems,v1:Decision Support Systems,101,101,1.0,,104888.0,790.0,16.0,NO_METRIC,NO_METRIC,,0.0,,,,,,,,,,,,,,,,,,,,,,
W3140537353,10.48550/arxiv.2104.00721,ProcessTransformer: Predictive Business Process Monitoring with Transformer Network,2021,B,arXiv (Cornell University),v1:arXiv (Cornell University),15,15,1.0,,45289.0,424.0,16.0,NO_ABLATION,INCLUDED,,0.0,,,,,,,,,,,,,,,,,,,,,,
W3140856385,10.1007/978-3-030-85347-1_13,Evaluating Predictive Business Process Monitoring Approaches on Small Event Logs,2021,B,Communications in computer and information science,v1:Communications in computer and information science,1,1,1.0,,,,,NO_FULLTEXT,,,,,,,,,,,,,,,,,,,,,,,,,
W3142154623,10.1007/s10664-021-09968-2,Embedding API dependency graph for neural code generation,2021,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,,147983.0,1347.0,57.0,INCLUDED,INCLUDED,Extensive ablation tests show that the proposed ADG embedding is eﬀective and outperforms the baselines.,2.0,no,,0.0,no,,0.0,no,,0.0,no,,0.0,no,,0.0,no,no,no,no,no,yes,"1 Encoder The tokens w1, w2, · · · , wt in a textual program description sentence will be embedded into the vectors x1, x2, · · · , xt through a lookup table LUT ∈RV ×d, where V is the vocabulary size."
W3143362692,10.1016/j.is.2021.101766,"Scalable generalized median graph estimation and its manifold use in bioinformatics, clustering, classification, and indexing",2021,A,Information Systems,v1:Information Systems,82,82,1.0,,153485.0,1345.0,25.0,NO_METRIC,NO_METRIC,,0.0,,,,,,,,,,,,,,,,,,,,,,
W3144055537,10.48550/arxiv.2103.16654,A Systematic Literature Review on Process-Aware Recommender Systems,2021,B,arXiv (Cornell University),v1:arXiv (Cornell University),15,15,1.0,,99779.0,818.0,38.0,NO_METRIC,NO_METRIC,,0.0,,,,,,,,,,,,,,,,,,,,,,
W3147362533,10.1007/s10664-021-09944-w,Revisiting the VCCFinder approach for the identification of vulnerability-contributing commits,2021,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,,80335.0,635.0,30.0,NO_ABLATION,INCLUDED,,0.0,,,,,,,,,,,,,,,,,,,,,,
W3149713727,10.1016/j.dss.2021.113556,Simpler is better: Lifting interpretability-performance trade-off via automated feature engineering,2021,A,Decision Support Systems,v1:Decision Support Systems,101,101,1.0,,,,,NO_FULLTEXT,,,,,,,,,,,,,,,,,,,,,,,,,
W3149836688,10.1007/s10664-023-10299-7,Does the first response matter for future contributions? A study of first contributions,2023,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,,62410.0,565.0,25.0,NO_METRIC,NO_METRIC,,0.0,,,,,,,,,,,,,,,,,,,,,,
W3150137677,10.1007/s10664-022-10224-4,Exploring the relationship between performance metrics and cost saving potential of defect prediction models,2022,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,,111504.0,922.0,38.0,NO_ABLATION,INCLUDED,,0.0,,,,,,,,,,,,,,,,,,,,,,
W3153009645,10.1016/j.dss.2021.113635,Visual analytics of set data for knowledge discovery and member selection support,2021,A,Decision Support Systems,v1:Decision Support Systems,101,101,1.0,,57094.0,471.0,27.0,NO_ABLATION,NO_ABLATION,,0.0,,,,,,,,,,,,,,,,,,,,,,
W3155271895,10.1016/j.is.2021.101787,Reuse-centric k -means configuration,2021,A,Information Systems,v1:Information Systems,82,82,1.0,,,,,NO_FULLTEXT,,,,,,,,,,,,,,,,,,,,,,,,,
W3155749121,10.1016/j.dss.2021.113577,Do President Trump's tweets affect financial markets?,2021,A,Decision Support Systems,v1:Decision Support Systems,101,101,1.0,,,,,NO_FULLTEXT,,,,,,,,,,,,,,,,,,,,,,,,,
W3157341372,10.1007/s10664-021-09977-1,Individual differences limit predicting well-being and productivity using software repositories: a longitudinal industrial study,2021,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,,100335.0,826.0,30.0,NO_METRIC,NO_METRIC,,0.0,,,,,,,,,,,,,,,,,,,,,,
W3157562347,10.1007/s10664-020-09926-4,The nature of build changes,2021,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,,164956.0,1573.0,53.0,NO_ABLATION,INCLUDED,,0.0,,,,,,,,,,,,,,,,,,,,,,
W3158436487,10.1007/978-3-030-89022-3_5,Process Model Forecasting Using Time Series Analysis of Event Sequence Data,2021,B,Lecture notes in computer science,v1:Lecture notes in computer science,12,12,1.0,,41707.0,354.0,14.0,NO_METRIC,NO_METRIC,,0.0,,,,,,,,,,,,,,,,,,,,,,
W3158906501,10.1016/j.dss.2021.113584,A prescriptive analytics framework for efficient E-commerce order delivery,2021,A,Decision Support Systems,v1:Decision Support Systems,101,101,1.0,,83075.0,746.0,13.0,NO_ABLATION,INCLUDED,,0.0,,,,,,,,,,,,,,,,,,,,,,
W3159006294,10.21203/rs.3.rs-260970/v1,Predicting Outcomes of Business Process Executions Based on LSTM Neural Networks and Attention Mechanism,2021,B,Research Square,v1:Research Square,2,2,1.0,,110406.0,878.0,33.0,NO_METRIC,NO_METRIC,,0.0,,,,,,,,,,,,,,,,,,,,,,
W3159353569,10.1016/j.dss.2021.113579,Session stitching using sequence fingerprinting for web page visits,2021,A,Decision Support Systems,v1:Decision Support Systems,101,101,1.0,,,,,NO_FULLTEXT,,,,,,,,,,,,,,,,,,,,,,,,,
W3161656032,10.1109/icpm53251.2021.9576853,Prescriptive Process Monitoring for Cost-Aware Cycle Time Reduction,2021,B,,v1:nan,16,16,1.0,,45040.0,395.0,8.0,NO_METRIC,NO_METRIC,,0.0,,,,,,,,,,,,,,,,,,,,,,
W3164396702,10.1016/j.is.2021.101807,The role of local dimensionality measures in benchmarking nearest neighbor search,2021,A,Information Systems,v1:Information Systems,82,82,1.0,,,,,NO_FULLTEXT,,,,,,,,,,,,,,,,,,,,,,,,,
W3165327389,10.1007/s10664-021-09955-7,Lessons Learnt on Reproducibility in Machine Learning Based Android Malware Detection,2021,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,,154426.0,1160.0,53.0,INCLUDED,INCLUDED,"From the two Tables, we can notice that the Precision of original paper for all the experiments (with and without PCA) is higher in 23 out Table 7 Performance of MaMaDroid, as reported by original authors: (Onwuzurike et al.",16.0,unclear,"), and analysis failures in Soot (as summarised in Table 5) during the process of extracting the features, the 9https://play.",13.0,no,,0.0,no,,0.0,yes,"For example, while many evaluation scenarios consider an app to be malicious as long as it is flagged by any antivirus, some researchers define a threshold of n (with n > 1) antivirus agreements for considering a sample as malware.",4.0,no,,0.0,unclear,no,no,unclear,no,no,
